ward,target
21001001: Ward 1,18.446454316773792
21001002: Ward 2,13.52789362120909
21001003: Ward 3,22.524425661791977
21001004: Ward 4,16.84895892066791
21001005: Ward 5,21.44063492790374
21001006: Ward 6,23.652684438172198
21001007: Ward 7,14.41960198362352
21002001: Ward 1,17.97219020710641
21002002: Ward 2,16.581166433129418
21002003: Ward 3,22.5354129371444
21002004: Ward 4,21.767501164736352
21002005: Ward 5,17.407953706681813
21002006: Ward 6,17.103934374454546
21004001: Ward 1,15.47019729711605
21004002: Ward 2,23.711964395676464
21004003: Ward 3,15.921658965594112
21004004: Ward 4,11.985040162598393
21004005: Ward 5,23.866247379173785
21004006: Ward 6,20.923478473704805
21004007: Ward 7,24.172990504327807
21004008: Ward 8,14.911014162154542
21004009: Ward 9,23.110427250113386
21004010: Ward 10,21.246627147390367
21004011: Ward 11,26.206757697595176
21004012: Ward 12,13.435588890339575
21004013: Ward 13,20.231724759257215
21004014: Ward 14,17.82248859273636
21005001: Ward 1,26.950073625790367
21005002: Ward 2,16.357227022432088
21005003: Ward 3,16.620019535337974
21005004: Ward 4,17.509593106766854
21005005: Ward 5,19.687803517849744
21005006: Ward 6,14.646578553193589
21005007: Ward 7,26.536530688942257
21005008: Ward 8,23.879037515201627
21005009: Ward 9,22.295496332504293
21005010: Ward 10,6.344108638105884
21006001: Ward 1,21.257636879500552
21006002: Ward 2,18.223427651385027
21006003: Ward 3,17.802976040347062
21006004: Ward 4,21.959717408798415
21006005: Ward 5,22.809906575249748
21006006: Ward 6,18.610264988597866
21006007: Ward 7,14.725097243593057
21006008: Ward 8,18.069231148651888
21008001: Ward 1,14.566445623770056
21008002: Ward 2,17.395107576275382
21008003: Ward 3,6.612391840383964
21008004: Ward 4,18.121185791174863
21008005: Ward 5,17.573574109358827
21008006: Ward 6,22.708306415809638
21008007: Ward 7,14.4393192109
21008008: Ward 8,7.731396796524598
21008009: Ward 9,18.933200823555083
21008010: Ward 10,19.89964057233475
21008011: Ward 11,8.835219075599467
21008012: Ward 12,13.545118627808034
21008013: Ward 13,16.21386877956256
21008014: Ward 14,14.717675717038507
21008015: Ward 15,15.238730623973273
21009001: Ward 1,17.73519810283744
21009002: Ward 2,14.623523384414433
21009003: Ward 3,19.30232456618449
21009004: Ward 4,15.574962813673274
21009005: Ward 5,17.22039486893422
21009006: Ward 6,17.083663205449735
21201001: Ward 1,25.9012350415861
21201002: Ward 2,33.68597025962246
21201003: Ward 3,39.0569190574508
21201004: Ward 4,40.533361795650805
21201005: Ward 5,38.81786696112836
21201006: Ward 6,38.75307775647594
21201007: Ward 7,40.526063875137964
21201008: Ward 8,38.77736910460484
21201009: Ward 9,32.6544150890171
21201010: Ward 10,36.370928028947034
21201011: Ward 11,39.108097823611224
21201012: Ward 12,39.986040151370055
21201013: Ward 13,32.034411194534755
21201014: Ward 14,40.20882849420696
21201015: Ward 15,43.20205452174706
21201016: Ward 16,42.28918749769627
21201017: Ward 17,41.862122875676995
21201018: Ward 18,42.62708432374011
21201019: Ward 19,38.15077159412193
21201020: Ward 20,42.426266214958815
21201021: Ward 21,35.16044152400801
21201022: Ward 22,40.612833850001614
21201023: Ward 23,39.62338928346201
21201024: Ward 24,34.462315684510706
21201025: Ward 25,28.528436674210155
21201026: Ward 26,43.716055345620845
21201027: Ward 27,34.880199903344895
21201028: Ward 28,38.5626222065369
21201029: Ward 29,35.044634421101605
21201030: Ward 30,35.731813799535296
21201031: Ward 31,40.20443881317754
21202001: Ward 1,20.838721875070586
21202002: Ward 2,26.826493200166837
21202003: Ward 3,28.558190251619255
21202004: Ward 4,24.684098815656665
21202005: Ward 5,29.42753037070962
21202006: Ward 6,29.98364741997379
21202007: Ward 7,33.50598753672727
21202008: Ward 8,35.670914726545455
21202009: Ward 9,32.692301898057764
21202010: Ward 10,35.66853268923314
21202011: Ward 11,33.658692778201605
21202012: Ward 12,34.4997591731369
21202013: Ward 13,34.32202222226203
21202014: Ward 14,35.13429554621923
21202015: Ward 15,36.651283404305346
21202016: Ward 16,32.86589903464493
21202017: Ward 17,35.51004878018074
21202018: Ward 18,32.65088212926472
21202019: Ward 19,36.94802965787433
21202020: Ward 20,36.49947646983848
21202021: Ward 21,36.59960280342032
21202022: Ward 22,38.93896795388928
21202023: Ward 23,38.514564727572186
21202024: Ward 24,39.37696352270801
21202025: Ward 25,40.44214786120427
21202026: Ward 26,38.6665401034155
21202027: Ward 27,37.15552415586151
21202028: Ward 28,35.314309814062554
21202029: Ward 29,35.68913031626578
21202030: Ward 30,33.135430086802145
21202031: Ward 31,38.07346130933156
21203001: Ward 1,18.923104675441174
21203002: Ward 2,32.70636800305616
21203003: Ward 3,30.7670378995
21203004: Ward 4,31.76780941706686
21203005: Ward 5,25.627889546212288
21203006: Ward 6,17.395048419672197
21203007: Ward 7,22.51498205040695
21204001: Ward 1,31.498204563714996
21204002: Ward 2,26.142112078780215
21204003: Ward 3,32.33994277096631
21204004: Ward 4,21.96686510668822
21204005: Ward 5,29.037130388181286
21204006: Ward 6,22.34992530901016
21204007: Ward 7,33.5664557935059
21204008: Ward 8,32.783570946791436
21204009: Ward 9,27.78912271448769
21204010: Ward 10,30.00119914760961
21204011: Ward 11,31.528621915696235
21204012: Ward 12,36.14980280242408
21204013: Ward 13,30.993041369483965
21204014: Ward 14,28.543754566687696
21204015: Ward 15,29.636128923457218
21206001: Ward 1,30.548335648577016
21206002: Ward 2,30.34366295357485
21206003: Ward 3,31.067532554194663
21206004: Ward 4,31.581394605440646
21206005: Ward 5,31.171012038200537
21206006: Ward 6,29.923702165090894
21206007: Ward 7,25.296649264519274
21206008: Ward 8,29.626924762898387
21206009: Ward 9,30.98000682047915
21206010: Ward 10,23.637738657856683
21206011: Ward 11,27.390984092782347
21206012: Ward 12,29.854814216642772
21301001: Ward 1,26.269141518587166
21301002: Ward 2,24.039022845617648
21301003: Ward 3,23.25904286779253
21301004: Ward 4,20.88025307235506
21301005: Ward 5,8.912439546494111
21301006: Ward 6,17.318157317837958
21301007: Ward 7,22.154385943206947
21301008: Ward 8,18.374291546210156
21301009: Ward 9,20.539127491517643
21305001: Ward 1,34.87989411603956
21305002: Ward 2,31.68250175695296
21305003: Ward 3,35.43855858559731
21305004: Ward 4,31.40529367191125
21305005: Ward 5,38.09033331632137
21305006: Ward 6,35.76116468697593
21305007: Ward 7,37.03980180331336
21305008: Ward 8,30.421135560162547
21305009: Ward 9,37.64822989740534
21305010: Ward 10,34.30814938697594
21305011: Ward 11,42.61092916855506
21305012: Ward 12,39.17500029910909
21305013: Ward 13,34.96842943048556
21305014: Ward 14,26.769165316748108
21305015: Ward 15,31.123883059043866
21305016: Ward 16,39.47892952642833
21305017: Ward 17,33.90851237564599
21305018: Ward 18,36.921846282930495
21305019: Ward 19,36.02928619102354
21305020: Ward 20,37.31334425519197
21305021: Ward 21,38.66821792786896
21306001: Ward 1,34.56265741293743
21306002: Ward 2,36.29081397168397
21306003: Ward 3,34.14831342327272
21306004: Ward 4,29.39986823768449
21306005: Ward 5,33.931609354048675
21306006: Ward 6,33.43540754886201
21306007: Ward 7,35.32828742787486
21306008: Ward 8,35.098953927645475
21306009: Ward 9,38.13053576756364
21306010: Ward 10,36.93886564479303
21306011: Ward 11,30.256205842098925
21306012: Ward 12,34.890389477797335
21306013: Ward 13,34.059480686031
21306014: Ward 14,27.013033042087173
21306015: Ward 15,30.02021701757113
21306016: Ward 16,28.68526360004385
21306017: Ward 17,34.426269986009096
21307001: Ward 1,43.046695877876466
21307002: Ward 2,41.516382424521915
21307003: Ward 3,39.5083724471214
21307004: Ward 4,39.88781104155401
21307005: Ward 5,39.82360004088823
21307006: Ward 6,41.376909480917114
21307007: Ward 7,39.677415051842786
21307008: Ward 8,36.06619052239625
21307009: Ward 9,36.108040937345464
21307010: Ward 10,29.838223852529428
21307011: Ward 11,28.07912377865348
21307012: Ward 12,40.245426843107474
21307013: Ward 13,42.39985139804757
21307014: Ward 14,38.254587454552926
21307015: Ward 15,38.20094231133586
21307016: Ward 16,40.26144620900373
21307017: Ward 17,38.45759269708876
21307018: Ward 18,37.464073990174306
21307019: Ward 19,40.91594729273313
21307020: Ward 20,41.32816079665455
21308001: Ward 1,20.223180914006928
21308002: Ward 2,29.52195919964384
21308003: Ward 3,35.37294329623262
21308004: Ward 4,22.85530673631979
21308005: Ward 5,30.83803666679144
21308006: Ward 6,33.27673964946308
21308007: Ward 7,36.480016145965244
21308008: Ward 8,34.24605648376953
21308009: Ward 9,36.16686998914172
21401001: Ward 1,33.671906513622986
21401002: Ward 2,27.763006518033166
21401003: Ward 3,24.04972404851444
21401004: Ward 4,25.68262643944171
21401005: Ward 5,32.94433056623853
21401006: Ward 6,36.04513867344706
21401007: Ward 7,37.54849068478663
21401008: Ward 8,41.20649715431711
21401009: Ward 9,34.663168551221375
21401010: Ward 10,39.168118359968446
21401011: Ward 11,36.10912345769894
21401012: Ward 12,38.071663197631025
21401013: Ward 13,40.98689420215828
21401014: Ward 14,40.34553924463047
21401015: Ward 15,38.9918155149861
21401016: Ward 16,33.91613282407111
21401017: Ward 17,26.204913525230477
21402001: Ward 1,37.55103599052298
21402002: Ward 2,37.11387881552142
21402003: Ward 3,35.07501968405987
21402004: Ward 4,36.332412923889294
21402005: Ward 5,37.62023684138236
21402006: Ward 6,37.346603699316056
21402007: Ward 7,35.380755523312295
21402008: Ward 8,30.02440906105133
21402009: Ward 9,33.83051951489518
21402010: Ward 10,29.15483142500106
21402011: Ward 11,33.27552254108984
21402012: Ward 12,30.98914445055186
21402013: Ward 13,35.639450072526195
21402014: Ward 14,26.09802456368396
21402015: Ward 15,23.90436636252569
21402016: Ward 16,21.053165954151336
21402017: Ward 17,32.9740364057711
21503001: Ward 1,39.416194722248115
21503002: Ward 2,42.30138748047538
21503003: Ward 3,43.15481197477594
21503004: Ward 4,39.34346836685934
21503005: Ward 5,40.98444231506416
21503006: Ward 6,33.229120209653495
21503007: Ward 7,38.229621681348114
21503008: Ward 8,39.34062006515295
21503009: Ward 9,36.33627022436949
21503010: Ward 10,39.637934545767365
21503011: Ward 11,37.84915966274492
21503012: Ward 12,41.6690630034048
21503013: Ward 13,36.60574449784971
21503014: Ward 14,29.98088611796525
21503015: Ward 15,22.912033030565773
21503016: Ward 16,38.66602727345827
21503017: Ward 17,36.21401013557219
21503018: Ward 18,41.401361087413356
21503019: Ward 19,33.13617755411498
21503020: Ward 20,36.642743749349705
21503021: Ward 21,34.12771633356631
21503022: Ward 22,35.38170059745559
21503023: Ward 23,39.19878763669731
21503024: Ward 24,40.63421554406789
21503025: Ward 25,41.16370508675985
21503026: Ward 26,38.799206958444394
21503027: Ward 27,37.89920287121495
21503028: Ward 28,38.21925620369199
21503029: Ward 29,38.125338530805365
21503030: Ward 30,40.72918300585986
21503031: Ward 31,41.60228513335988
21504001: Ward 1,39.841957616049754
21504002: Ward 2,38.391536515128905
21504003: Ward 3,38.32033558799039
21504004: Ward 4,38.10279436593101
21504005: Ward 5,35.7303322199706
21504006: Ward 6,25.01343644176256
21504007: Ward 7,40.565670992897836
21504008: Ward 8,40.5063904357893
21504009: Ward 9,39.16283413251284
